MatchID,DateOfMatch,Fullback,RightWinger,OutsideCentre,InsideCentre,LeftWinger,FlyHalf,ScrumHalf,LooseHeadProp,Hooker,TightHeadProp,SecondRow4,SecondRow5,BlindSideFlanker,OpensideFlanker,Number8,Replacement1,Replacement2,Replacement3,Replacement4,Replacement5,Replacement6,Replacement7,Replacement8,MatchesID
1301,22/04/2011,Nick Macleod,Paul Williams,Chris Bell,Andy Tuilagi,Will Addison,Charlie Hodgson,Dwayne Peel,ANDREW Sheridan,Neil Briggs,Henry Thomas,Sean Cox,Wame Lewaravu,James Gaskell,Carl Fearns,Sisa Koyamaibole,Marc Jones,Lee Imiolek,Eifion Lewis-Roberts,Chris Jones,Neil McMillan,Will Cliff,Rob Miller,Kyle Tonetti,1205
1303,07/05/2011,Nick Macleod,Iain Thornley,Chris Bell,Kyle Tonetti,Will Addison,Charlie Hodgson,Dwayne Peel,Lee Imiolek,Neil Briggs,Simon McIntyre,Chris Jones,Nic Rouse,James Gaskell,Carl Fearns,Sisa Koyamaibole,Marc Jones,Aston Croall,Ben Roberts,Henry Thomas,Sean Cox,Chris Leck,Rob Miller,Neil McMillan,1206
1306,03/09/2011,Rob Miller,Tom Brady,Andrew Higgins,Will Addison,Joaquín Tuculet,Nick Macleod,Dwayne Peel,Lee Imiolek,Joe Ward,Vadim Cobîla,Fraser McKenzie,Kearnan Myall,James Gaskell,David Seymour,Mark Easter,Marc Jones,Aston Croall,Henry Thomas,Tom Holmes,Neil Briggs,Scott Mathie,Kyle Tonetti,Charlie Amesbury,1207
1308,09/09/2011,Rob Miller,Tom Brady,Andrew Higgins,Will Addison,Joaquín Tuculet,Nick Macleod,Dwayne Peel,Lee Imiolek,Joe Ward,Henry Thomas,Fraser McKenzie,Kearnan Myall,James Gaskell,David Seymour,Mark Easter,Neil Briggs,Aston Croall,Vadim Cobîla,Tom Holmes,Tommy Taylor,Scott Mathie,Jordan Davies,Charlie Amesbury,1208
1310,17/09/2011,Rob Miller,Joaquín Tuculet,Andrew Higgins,Will Addison,Charlie Amesbury,Nick Macleod,Dwayne Peel,Lee Imiolek,Marc Jones,Henry Thomas,Fraser McKenzie,Kearnan Myall,James Gaskell,David Seymour,Mark Easter,Tommy Taylor,Aston Croall,Vadim Cobîla,Tom Holmes,Neil Briggs,Scott Mathie,Kyle Tonetti,Tom Brady,1209
1344,23/09/2011,Rob Miller,Tom Brady,Andrew Higgins,Will Addison,Joaquín Tuculet,Nick Macleod,Dwayne Peel,Lee Imiolek,Marc Jones,Henry Thomas,Fraser McKenzie,Kearnan Myall,James Gaskell,David Seymour,Mark Easter,Tommy Taylor,Aston Croall,Vadim Cobîla,Tom Holmes,Neil Briggs,Scott Mathie,Sam Tuitupou,Charlie Amesbury,1215
1345,01/10/2011,Rob Miller,Tom Brady,Will Addison,Sam Tuitupou,Joaquín Tuculet,Nick Macleod,Dwayne Peel,Lee Imiolek,Marc Jones,Henry Thomas,Fraser McKenzie,Kearnan Myall,James Gaskell,David Seymour,Mark Easter,Tommy Taylor,Aston Croall,Vadim Cobîla,Tom Holmes,Neil Briggs,Scott Mathie,Andrew Higgins,Charlie Amesbury,1216
1346,08/10/2011,Rob Miller,Tom Brady,Will Addison,Sam Tuitupou,Joaquín Tuculet,Nick Macleod,Scott Mathie,Lee Imiolek,Marc Jones,Henry Thomas,Fraser McKenzie,Kearnan Myall,James Gaskell,David Seymour,Mark Easter,Joe Ward,Alasdair Dickinson,Vadim Cobîla,Tom Holmes,Richie Vernon,Will Cliff,Andrew Higgins,Charlie Amesbury,1217
1330,15/10/2011,Rob Miller,Tom Brady,Andrew Higgins,Luther Burrell,Charlie Amesbury,Nick Macleod,Scott Mathie,Alasdair Dickinson,Joe Ward,Vadim Cobîla,Fraser McKenzie,James Gaskell,Richie Vernon,David Seymour,Mark Easter,Tommy Taylor,Lee Imiolek,Tony Buckley,Tom Holmes,Will Cliff,Kearnan Myall,Johnny Leota,Will Addison,1210
1340,21/10/2011,Rob Miller,Will Addison,Johnny Leota,Luther Burrell,Mark Cueto,Nick Macleod,Will Cliff,Alasdair Dickinson,Tommy Taylor,Vadim Cobîla,Tom Holmes,James Gaskell,Richie Vernon,David Seymour,Mark Easter,Marc Jones,Aston Croall,Henry Thomas,Wame Lewaravu,Charlie Amesbury,Dwayne Peel,Jordan Davies,Tom Brady,1212
1347,28/10/2011,Rob Miller,Tom Brady,Johnny Leota,Sam Tuitupou,Joaquín Tuculet,Mark Cueto,Dwayne Peel,Vadim Cobîla,Marc Jones,Henry Thomas,Wame Lewaravu,Kearnan Myall,James Gaskell,David Seymour,Richie Vernon,Joe Ward,Lee Imiolek,Tony Buckley,Andy Powell,Mark Easter,Will Cliff,Will Addison,Luther Burrell,1218
1348,06/11/2011,Rob Miller,Will Addison,Johnny Leota,Sam Tuitupou,Mark Cueto,Nick Macleod,Will Cliff,Alasdair Dickinson,Tommy Taylor,Henry Thomas,Fraser McKenzie,James Gaskell,Richie Vernon,David Seymour,Andy Powell,Marc Jones,Vadim Cobîla,Tony Buckley,Kearnan Myall,Mark Easter,Cillian Willis,Tasesa Lavea,Tom Brady,1219
1339,12/11/2011,Rob Miller,Tom Brady,Johnny Leota,Sam Tuitupou,Will Addison,Nick Macleod,Will Cliff,Alasdair Dickinson,Tommy Taylor,Tony Buckley,Fraser McKenzie,James Gaskell,Mark Easter,David Seymour,Andy Powell,Marc Jones,Lee Imiolek,Henry Thomas,Kearnan Myall,Richie Vernon,Cillian Willis,Luther Burrell,Andrew Higgins,1211
1367,18/11/2011,Will Addison,Luther Burrell,Johnny Leota,Jordan Davies,Andrew Higgins,Rob Miller,Cillian Willis,Vadim Cobîla,Marc Jones,Tony Buckley,Fraser McKenzie,Wame Lewaravu,Kearnan Myall,Richie Vernon,Andy Powell,Tommy Taylor,Lee Imiolek,Henry Thomas,James Gaskell,David Seymour,Will Cliff,Tom Brady,Sam Tuitupou,1238
1349,25/11/2011,Rob Miller,Tom Brady,Johnny Leota,Sam Tuitupou,Joaquín Tuculet,Nick Macleod,Dwayne Peel,Alasdair Dickinson,Marc Jones,Henry Thomas,Fraser McKenzie,Kearnan Myall,James Gaskell,David Seymour,Andy Powell,Tommy Taylor,Vadim Cobîla,Tony Buckley,Richie Vernon,Onosai Tololima-Auvaa,Cillian Willis,Tasesa Lavea,Tasesa Lavea,1220
1350,03/12/2011,Mark Cueto,Will Addison,Johnny Leota,Sam Tuitupou,Joaquín Tuculet,Nick Macleod,Dwayne Peel,Alasdair Dickinson,Marc Jones,Tony Buckley,Fraser McKenzie,Kearnan Myall,Richie Vernon,David Seymour,Andy Powell,Tommy Taylor,Vadim Cobîla,Henry Thomas,James Gaskell,Onosai Tololima-Auvaa,Cillian Willis,Tasesa Lavea,Luther Burrell,1221
1342,08/12/2011,Mark Cueto,Luther Burrell,Andrew Higgins,Sam Tuitupou,Joaquín Tuculet,Nick Macleod,Cillian Willis,Vadim Cobîla,Marc Jones,Tony Buckley,Andrei Ostrikov,James Gaskell,Richie Vernon,David Seymour,Andy Powell,Tommy Taylor,Alasdair Dickinson,Henry Thomas,Fraser McKenzie,Kearnan Myall,Scott Mathie,Rob Miller,Tom Brady,1213
1343,18/12/2011,Rob Miller,Tom Brady,Andrew Higgins,Johnny Leota,Luther Burrell,Nick Macleod,Cillian Willis,Alasdair Dickinson,Tommy Taylor,Henry Thomas,Andrei Ostrikov,Fraser McKenzie,James Gaskell,David Seymour,Richie Vernon,Marc Jones,Lee Imiolek,Vadim Cobîla,Ross HArrison,Andy Powell,Scott Mathie,Sam Tuitupou,Joaquín Tuculet,1214
1351,26/12/2011,Rob Miller,Tom Brady,Johnny Leota,Sam Tuitupou,Mark Cueto,Nick Macleod,Dwayne Peel,Alasdair Dickinson,Marc Jones,Henry Thomas,Fraser McKenzie,Andrei Ostrikov,James Gaskell,David Seymour,Andy Powell,Andy Titterrell,Vadim Cobîla,Tony Buckley,Kearnan Myall,Mark Easter,Cillian Willis,Andrew Higgins,Will Addison,1222
1356,01/01/2012,Rob Miller,Tom Brady,Johnny Leota,Sam Tuitupou,Joaquín Tuculet,Nick Macleod,Dwayne Peel,Alasdair Dickinson,Marc Jones,Henry Thomas,Fraser McKenzie,Kearnan Myall,James Gaskell,David Seymour,Andy Powell,Andy Titterrell,Lee Imiolek,Vadim Cobîla,Onosai Tololima-Auvaa,Mark Easter,Cillian Willis,Andrew Higgins,Will Addison,1227
1357,08/01/2012,Rob Miller,Tom Brady,Johnny Leota,Sam Tuitupou,Joaquín Tuculet,Nick Macleod,Dwayne Peel,Alasdair Dickinson,Marc Jones,Henry Thomas,Fraser McKenzie,James Gaskell,Richie Vernon,Onosai Tololima-Auvaa,Andy Powell,Andy Titterrell,Lee Imiolek,Vadim Cobîla,Kearnan Myall,Mark Easter,Cillian Willis,Luther Burrell,Will Addison,1228
1352,14/01/2012,Joaquín Tuculet,Tom Brady,Luther Burrell,Jordan Davies,Will Addison,Rob Miller,Scott Mathie,Lee Imiolek,Joe Ward,Vadim Cobîla,Andrei Ostrikov,Kearnan Myall,Mark Easter,Tommy Taylor,Richie Vernon,Marc Jones,Ross Harrison,Tony Buckley,Wame Lewaravu,David Seymour,Will Cliff,Andrew Higgins,Nathan Fowles,1223
1353,19/01/2012,Rob Miller,Tom Brady,Johnny Leota,Luther Burrell,Joaquín Tuculet,Nick Macleod,Dwayne Peel,Alasdair Dickinson,Marc Jones,Henry Thomas,Fraser McKenzie,Andrei Ostrikov,James Gaskell,David Seymour,Mark Easter,Joe Ward,Lee Imiolek,Vadim Cobîla,Kearnan Myall,Tommy Taylor,Will Cliff,Jordan Davies,Richie Vernon,1224
1354,29/01/2012,Joaquín Tuculet,Tom Brady,Johnny Leota,Nick Macleod,Charlie Amesbury,Rob Miller,Dwayne Peel,Lee Imiolek,Joe Ward,Vadim Cobîla,Wame Lewaravu,Andrei Ostrikov,Onosai Tololima-Auvaa,Hendre Foure,Mark Easter,Tommy Taylor,Ross Harrison,Tony Buckley,Richie Vernon,David Seymour,Scott Mathie,Mark Jennings,Luther Burrell,1225
1355,04/02/2012,Rob Miller,Tom Brady,Johnny Leota,Sam Tuitupou,Joaquín Tuculet,Nick Macleod,Dwayne Peel,Vadim Cobîla,Marc Jones,Tony Buckley,Wame Lewaravu,Andrei Ostrikov,Onosai Tololima-Auvaa,Hendre Foure,Mark Easter,Joe Ward,Lee Imiolek,Ross Harrison,Kearnan Myall,Tommy Taylor,Cillian Willis,Luther Burrell,Charlie Amesbury,1226
1358,10/02/2012,Rob Miller,Tom Brady,Johnny Leota,Sam Tuitupou,Mark Cueto,Nick Macleod,Dwayne Peel,Andrew Sheridan,Marc Jones,Henry Thomas,Andrei Ostrikov,James Gaskell,Hendre Foure,David Seymour,Mark Easter,Joe Ward,Lee Imiolek,Vadim Cobîla,Kearnan Myall,Richie Vernon,Cillian Willis,Luther Burrell,Will Addison,1229
1359,18/02/2012,Rob Miller,Tom Brady,Johnny Leota,Sam Tuitupou,Mark Cueto,Nick Macleod,Dwayne Peel,Andrew Sheridan,Marc Jones,Henry Thomas,Andrei Ostrikov,James Gaskell,Richie Vernon,David Seymour,Andy Powell,Joe Ward,Ross Harrison,Vadim Cobîla,Kearnan Myall,Mark Easter,Cillian Willis,Will Addison,Luther Burrell,1230
1360,24/02/2012,Rob Miller,Tom Brady,Johnny Leota,Sam Tuitupou,Mark Cueto,Nick Macleod,Dwayne Peel,Andrew Sheridan,Marc Jones,Vadim Cobîla,Andrei Ostrikov,Kearnan Myall,James Gaskell,David Seymour,Andy Powell,Joe Ward,Ross Harrison,Tony Buckley,Onosai Tololima-Auvaa,Mark Easter,Cillian Willis,Luther Burrell,Joaquín Tuculet,1231
1361,03/03/2012,Rob Miller,Tom Brady,Johnny Leota,Sam Tuitupou,Mark Cueto,Nick Macleod,Dwayne Peel,Andrew Sheridan,Marc Jones,Vadim Cobîla,Kearnan Myall,James Gaskell,Richie Vernon,David Seymour,Andy Powell,Joe Ward,Ross Harrison,Tony Buckley,Wame Lewaravu,Mark Easter,Cillian Willis,Luther Burrell,Joaquín Tuculet,1232
1362,23/03/2012,Rob Miller,Tom Brady,Luther Burrell,Sam Tuitupou,Mark Cueto,Nick Macleod,Dwayne Peel,Andrew Sheridan,Marc Jones,Henry Thomas,Kearnan Myall,James Gaskell,Mark Easter,David Seymour,Andy Powell,Joe Ward,Alasdair Dickinson,Vadim Cobîla,Tom Holmes,Richie Vernon,Cillian Willis,Johnny Leota,Will Addison,1233
1363,30/03/2012,Rob Miller,Tom Brady,Johnny Leota,Sam Tuitupou,Mark Cueto,Nick Macleod,Dwayne Peel,Andrew Sheridan,Marc Jones,Henry Thomas,Kearnan Myall,James Gaskell,Richie Vernon,David Seymour,Andy Powell,Joe Ward,Alasdair Dickinson,Vadim Cobîla,Tom Holmes,Mark Easter,Cillian Willis,Luther Burrell,Will Addison,1234
1364,13/04/2012,Rob Miller,Tom Brady,Johnny Leota,Sam Tuitupou,Mark Cueto,Nick Macleod,Dwayne Peel,Andrew Sheridan,Joe Ward,Tony Buckley,Andrei Ostrikov,Kearnan Myall,Richie Vernon,David Seymour,Andy Powell,Marc Jones,Vadim Cobîla,Henry Thomas,Tom Holmes,Mark Easter,Cillian Willis,Will Addison,Charlie Amesbury,1235
1365,21/04/2012,Rob Miller,Tom Brady,Will Addison,Sam Tuitupou,Mark Cueto,Nick Macleod,Cillian Willis,Andrew Sheridan,Joe Ward,Tony Buckley,Andrei Ostrikov,Kearnan Myall,Mark Easter,David Seymour,Andy Powell,Marc Jones,Lee Imiolek,Henry Thomas,Tom Holmes,Tommy Taylor,Scott Mathie,Andrew Higgins,Charlie Amesbury,1236
1366,05/05/2012,Rob Miller,Tom Brady,Will Addison,Luther Burrell,Mark Cueto,Tommy Bell,Scott Mathie,Lee Imiolek,Marc Jones,Henry Thomas,Kearnan Myall,Tom Holmes,Will Bordill,David Seymour,Mark Easter,Tommy Taylor,Ross Harrison,Joe Ward,Billy Emerson,Jordan Davies,Will Cliff,Iain Thornley,Charlie Amesbury,1237
1370,01/09/2012,Rob Miller,Will Addison,Johnny Leota,Sam Tuitupou,Corne Uys,Nick Macleod,Dwayne Peel,Eifion Lewis-Roberts,Joe Ward,Vadim Cobîla,Richie Gray,Fraser McKenzie,James Gaskell,David Seymour,Andy Powell,Marc Jones,Ross Harrison,Tony Buckley,Kearnan Myall,Richie Vernon,Cillian Willis,Danny Cipriani,Jordan Davies,1240
1369,08/09/2012,Rob Miller,Will Addison,Johnny Leota,Sam Tuitupou,Mark Cueto,Danny Cipriani,Dwayne Peel,Eifion Lewis-Roberts,Joe Ward,Vadim Cobîla,Richie Gray,Kearnan Myall,James Gaskell,David Seymour,Richie Vernon,Tommy Taylor,Alasdair Dickinson,Henry Thomas,Fraser McKenzie,James Doyle,Cillian Willis,Nick Macleod,Corne Uys,1239
1371,15/09/2012,Rob Miller,Tom Brady,Johnny Leota,Sam Tuitupou,Mark Cueto,Danny Cipriani,Dwayne Peel,Eifion Lewis-Roberts,Joe Ward,Vadim Cobîla,Richie Gray,Kearnan Myall,James Gaskell,David Seymour,Richie Vernon,Tommy Taylor,Alasdair Dickinson,Henry Thomas,Fraser McKenzie,Mark Easter,Will Cliff,Nick Macleod,Mark Jennings,1241
1372,21/09/2012,Rob Miller,Tom Brady,Johnny Leota,Sam Tuitupou,Mark Cueto,Danny Cipriani,Dwayne Peel,Eifion Lewis-Roberts,Joe Ward,Vadim Cobîla,Richie Gray,Kearnan Myall,Mark Easter,David Seymour,Andy Powell,Tommy Taylor,Ross Harrison,Tony Buckley,Fraser McKenzie,Richie Vernon,Will Cliff,Nick Macleod,Corne Uys,1242
1373,29/09/2012,Rob Miller,Tom Brady,Johnny Leota,Sam Tuitupou,Mark Cueto,Nick Macleod,Cillian Willis,Eifion Lewis-Roberts,Tommy Taylor,Tony Buckley,Fraser McKenzie,Kearnan Myall,James Doyle,David Seymour,Andy Powell,Joe Ward,Vadim Cobîla,Aston Croall,James Gaskell,Mark Easter,Nathan Fowles,Danny Cipriani,Will Addison,1243
1374,05/10/2012,Rob Miller,Will Addison,Johnny Leota,Sam Tuitupou,Mark Cueto,Nick Macleod,Cillian Willis,Eifion Lewis-Roberts,Tommy Taylor,Henry Thomas,Richie Gray,Fraser McKenzie,Richie Vernon,David Seymour,Andy Powell,Joe Ward,Ross Harrison,Vadim Cobîla,Kearnan Myall,James Gaskell,Nathan Fowles,Corne Uys,Mark Jennings,1244
1375,14/10/2012,Rob Miller,Mark Jennings,Will Addison,Sam Tuitupou,Mark Cueto,Nick Macleod,Nathan Fowles,Eifion Lewis-Roberts,Tommy Taylor,Henry Thomas,Richie Gray,Fraser McKenzie,Richie Vernon,David Seymour,Andy Powell,Joe Ward,Ross Harrison,Vadim Cobîla,Kearnan Myall,James Gaskell,Cillian Willis,Danny Cipriani,Johnny Leota,1245
1376,21/10/2012,Rob Miller,Tom Brady,Will Addison,Mark Jennings,Mark Cueto,Danny Cipriani,Cillian Willis,Eifion Lewis-Roberts,Joe Ward,Henry Thomas,Fraser McKenzie,Kearnan Myall,James Gaskell,David Seymour,Mark Easter,Tommy Taylor,Ross Harrison,Vadim Cobîla,Richie Vernon,James Doyle,Nathan Fowles,Nick Macleod,Johnny Leota,1246
1377,26/10/2012,Nick Macleod,Tom Brady,Johnny Leota,Sam Tuitupou,Mark Cueto,Danny Cipriani,Cillian Willis,Ross Harrison,Tommy Taylor,Henry Thomas,Fraser McKenzie,Kearnan Myall,Richie Vernon,David Seymour,Andy Powell,Joe Ward,Eifion Lewis-Roberts,Vadim Cobîla,James Gaskell,Mark Easter,Nathan Fowles,Rob Miller,Will Addison,1247
1378,02/11/2012,Nick Macleod,Tom Brady,Johnny Leota,Sam Tuitupou,Mark Cueto,Danny Cipriani,Cillian Willis,Ross Harrison,Tommy Taylor,Henry Thomas,Fraser McKenzie,Kearnan Myall,Richie Vernon,David Seymour,Andy Powell,Joe Ward,Eifion Lewis-Roberts,Vadim Cobîla,James Gaskell,Mark Easter,Dwayne Peel,Rob Miller,Will Addison,1248
1379,11/11/2012,Rob Miller,Charlie Amesbury,Will Addison,Mark Jennings,Cameron Shepherd,Danny Cipriani,Dwayne Peel,Ross Harrison,Tommy Taylor,Vadim Cobîla,Fraser McKenzie,James Gaskell,Andy Powell,Richie Vernon,Mark Easter,Tom Cruse,James Flynn,Tony Buckley,Kearnan Myall,Will Bordill,Will Cliff,Jordan Davies,Corne Uys,1249
1380,16/11/2012,Cameron Shepherd,Charlie Amesbury,Corne Uys,Jordan Davies,Mark Cueto,Danny Cipriani,Dwayne Peel,Eifion Lewis-Roberts,Joe Ward,Tony Buckley,Fraser McKenzie,Kearnan Myall,James Gaskell,David Seymour,Richie Vernon,Tommy Taylor,Ross Harrison,Vadim Cobîla,Tom Holmes,James Doyle,Will Cliff,Rob Miller,Will Addison,1250
1381,24/11/2012,Rob Miller,Charlie Amesbury,Will Addison,Sam Tuitupou,Mark Cueto,Danny Cipriani,Dwayne Peel,Ross Harrison,Tommy Taylor,Tony Buckley,Fraser McKenzie,Kearnan Myall,Richie Vernon,David Seymour,Andy Powell,Joe Ward,Eifion Lewis-Roberts,Vadim Cobîla,Tom Holmes,James Gaskell,Will Cliff,Nick Macleod,Cameron Shepherd,1251
1382,30/11/2012,Cameron Shepherd,Charlie Amesbury,Mark Cueto,Sam Tuitupou,Rob Miller,Nick Macleod,Dwayne Peel,Ross Harrison,Tommy Taylor,Tony Buckley,Richie Gray,Kearnan Myall,Andy Powell,David Seymour,Richie Vernon,Joe Ward,Eifion Lewis-Roberts,Vadim Cobîla,Fraser McKenzie,James Gaskell,Will Cliff,Corne Uys,Will Addison,1252
1383,08/12/2012,Rob Miller,Mark Jennings,Corne Uys,Johnny Leota,Mark Cueto,Danny Cipriani,Will Cliff,Ross Harrison,Tommy Taylor,Tony Buckley,Richie Gray,Fraser McKenzie,James Gaskell,David Seymour,Richie Vernon,Tom Cruse,Eifion Lewis-Roberts,Vadim Cobîla,Kearnan Myall,Nathan Fowles,Will Cliff,Tom Holmes,Charlie Amesbury,1253
1384,16/12/2012,Rob Miller,Mark Jennings,Mark Cueto,Johnny Leota,Charlie Amesbury,Danny Cipriani,Will Cliff,Ross Harrison,Aston Croall,Eifion Lewis-Roberts,Richie Gray,Fraser McKenzie,James Gaskell,David Seymour,Richie Vernon,Tom Cruse,Vadim Cobîla,Tony Buckley,Kearnan Myall,Andy Powell,Cillian Willis,Sam Tuitupou,Tom Holmes,1254
1385,23/12/2012,Rob Miller,Mark Jennings,Johnny Leota,Sam Tuitupou,Mark Cueto,Nick Macleod,Will Cliff,Ross Harrison,Marc Jones,Eifion Lewis-Roberts,Richie Gray,Kearnan Myall,James Gaskell,David Seymour,Richie Vernon,Aston Croall,Vadim Cobîla,Tony Buckley,Fraser McKenzie,Andy Powell,Cillian Willis,Corne Uys,Tom Brady,1255
1386,28/12/2012,Rob Miller,Tom Brady,Johnny Leota,Sam Tuitupou,Mark Cueto,Danny Cipriani,Cillian Willis,Ross Harrison,Marc Jones,Eifion Lewis-Roberts,Richie Gray,Kearnan Myall,James Gaskell,David Seymour,Richie Vernon,Aston Croall,Alasdair Dickinson,Tony Buckley,Fraser McKenzie,James Doyle,Dwayne Peel,Corne Uys,Cameron Shepherd,1256
1404,06/01/2013,Rob Miller,Tom Brady,Johnny Leota,Sam Tuitupou,Mark Cueto,Danny Cipriani,Dwayne Peel,Ross Harrison,Marc Jones,Tony Buckley,Richie Gray,Kearnan Myall,James Gaskell,Richie Vernon,Andy Powell,Aston Croall,Alasdair Dickinson,Eifion Lewis-Roberts,Tom Holmes,Dan Braid,Will Cliff,Charlie Amesbury,Cameron Shepherd,1270
1388,11/01/2013,Cameron Shepherd,Tom Brady,Mark Cueto,Mark Jennings,Charlie Amesbury,Will Cliff,Dwayne Peel,Aston Croall,Marc Jones,Vadim Cobîla,Richie Gray,Tom Holmes,James Doyle,David Seymour,Josh Beaumont,Tom Cruse,Ross Harrison,Tony Buckley,Kearnan Myall,Tommy Taylor,Nathan Fowles,Rob Miller,Jordan Davies,1257
1387,19/01/2013,Rob Miller,Tom Brady,Johnny Leota,Sam Tuitupou,Mark Cueto,Danny Cipriani,Dwayne Peel,Ross Harrison,Marc Jones,Tony Buckley,Richie Gray,Kearnan Myall,James Gaskell,Richie Vernon,Andy Powell,Aston Croall,Alasdair Dickinson,Eifion Lewis-Roberts,Tom Holmes,Dan Braid,Will Cliff,Charlie Amesbury,Cameron Shepherd,1440
1389,26/01/2013,Cameron Shepherd,Rob Miller,Johnny Leota,Sam Tuitupou,Charlie Amesbury,Danny Cipriani,Dwayne Peel,Alasdair Dickinson,Marc Jones,Tony Buckley,Kearnan Myall,Tom Holmes,Dan Braid,David Seymour,Richie Vernon,Tommy Taylor,Ross Harrison,Henry Thomas,Fraser McKenzie,James Doyle,Will Cliff,Jordan Davies,Charlie Ingall,1258
1390,02/02/2013,Cameron Shepherd,Rob Miller,Johnny Leota,Sam Tuitupou,Charlie Amesbury,Danny Cipriani,Dwayne Peel,Ross Harrison,Tommy Taylor,Henry Thomas,Tom Holmes,Kearnan Myall,James Doyle,Dan Braid,James Gaskell,Marc Jones,Aston Croall,Tony Buckley,Billy Emerson,Tom Cruse,Will Cliff,Jordan Davies,Charlie Ingall,1259
1393,08/02/2013,Rob Miller,Charlie Amesbury,Johnny Leota,Sam Tuitupou,Mark Cueto,Danny Cipriani,Dwayne Peel,Ross Harrison,Tommy Taylor,Henry Thomas,Tom Holmes,Kearnan Myall,Dan Braid,David Seymour,James Gaskell,Marc Jones,Alasdair Dickinson,Tony Buckley,Fraser McKenzie,Richie Vernon,Will Cliff,Nick Macleod,Will Addison,1262
1394,17/02/2013,Cameron Shepherd,Charlie Amesbury,Johnny Leota,Sam Tuitupou,Mark Cueto,Danny Cipriani,Will Cliff,Alasdair Dickinson,Marc Jones,Henry Thomas,Richie Gray,Tom Holmes,Dan Braid,David Seymour,James Gaskell,Tommy Taylor,Ross Harrison,Eifion Lewis-Roberts,Andy Powell,Richie Vernon,Cillian Willis,Nick Macleod,Will Addison,1263
1395,22/02/2013,Cameron Shepherd,Charlie Amesbury,Johnny Leota,Sam Tuitupou,Mark Cueto,Danny Cipriani,Will Cliff,Ross Harrison,Tommy Taylor,Henry Thomas,Fraser McKenzie,Kearnan Myall,Dan Braid,David Seymour,James Gaskell,Marc Jones,Eifion Lewis-Roberts,Tony Buckley,Tom Holmes,Richie Vernon,Cillian Willis,Nick Macleod,Will Addison,1264
1396,02/03/2013,Cameron Shepherd,Tom Brady,Johnny Leota,Sam Tuitupou,Mark Jennings,Nick Macleod,Cillian Willis,Ross Harrison,Marc Jones,Henry Thomas,James Gaskell,Fraser McKenzie,Dan Braid,David Seymour,Richie Vernon,Tommy Taylor,Vadim Cobîla,Tony Buckley,Richie Gray,Andy Powell,Nathan Fowles,Danny Cipriani,Jordan Davies,1265
1391,10/03/2013,Mike Haley,Tom Brady,Johnny Leota,Nick Macleod,Charlie Amesbury,Danny Cipriani,Cillian Willis,Ross Harrison,Tommy Taylor,Henry Thomas,Fraser McKenzie,Tom Holmes,James Gaskell,David Seymour,Andy Powell,Marc Jones,Alasdair Dickinson,Tony Buckley,Andrei Ostrikov,James Doyle,Nathan Fowles,Sam James,Will Addison,1260
1392,17/03/2013,Nick Macleod,Tom Brady,Johnny Leota,Sam Tuitupou,Charlie Ingall,Danny Cipriani,Nathan Fowles,Alasdair Dickinson,Tommy Taylor,Tony Buckley,Fraser McKenzie,Tom Holmes,James Gaskell,David Seymour,Andy Powell,Aston Croall,Ross Harrison,Henry Thomas,Andrei Ostrikov,Dan Braid,Dwayne Peel,Charlie Amesbury,Mark Cueto,1261
1397,22/03/2013,Cameron Shepherd,Charlie Amesbury,Johnny Leota,Sam Tuitupou,Mark Cueto,Nick Macleod,Dwayne Peel,Alasdair Dickinson,Marc Jones,Henry Thomas,James Gaskell,Andrei Ostrikov,Dan Braid,David Seymour,Andy Powell,Tommy Taylor,Ross Harrison,Tony Buckley,Fraser McKenzie,Kearnan Myall,Nathan Fowles,Danny Cipriani,Tom Brady,1442
1398,31/03/2013,Cameron Shepherd,Charlie Amesbury,Johnny Leota,Sam Tuitupou,Mark Cueto,Nick Macleod,Dwayne Peel,Alasdair Dickinson,Marc Jones,Henry Thomas,Kearnan Myall,Andrei Ostrikov,Dan Braid,David Seymour,James Gaskell,Tommy Taylor,Ross Harrison,Tony Buckley,Tom Holmes,Richie Vernon,Nathan Fowles,Danny Cipriani,Tom Brady,1266
1399,12/04/2013,Cameron Shepherd,Tom Brady,Johnny Leota,Sam Tuitupou,Mark Cueto,Nick Macleod,Dwayne Peel,Alasdair Dickinson,Marc Jones,Henry Thomas,Kearnan Myall,Andrei Ostrikov,Dan Braid,David Seymour,James Gaskell,Tommy Taylor,Ross Harrison,Tony Buckley,Tom Holmes,Richie Vernon,Nathan Fowles,Danny Cipriani,Charlie Amesbury,1267
1400,20/04/2013,Mike Haley,Tom Brady,Mark Cueto,Johnny Leota,Charlie Amesbury,Danny Cipriani,Dwayne Peel,Ross Harrison,Tommy Taylor,Henry Thomas,Kearnan Myall,Tom Holmes,Richie Vernon,David Seymour,James Gaskell,Marc Jones,James Flynn,Aston Croall,Josh Beaumont,James Doyle,Nathan Fowles,Sam James,Charlie Ingall,1268
1401,04/05/2013,Mark Cueto,Will Addison,Johnny Leota,Sam Tuitupou,Tom Brady,Nick Macleod,Dwayne Peel,Alasdair Dickinson,Marc Jones,Henry Thomas,Kearnan Myall,Andrei Ostrikov,Dan Braid,David Seymour,James Gaskell,Tommy Taylor,Ross Harrison,Vadim Cobîla,Tom Holmes,Andy Powell,Nathan Fowles,Sam James,Charlie Amesbury,1269
