redcardsID,DateOfMatch,redcard1,redcard2,MatchID
3385,29/08/2020,NULL,NULL,NULL
3386,26/12/2008,NULL,NULL,2518
3387,09/01/2009,NULL,NULL,2519
3390,04/04/2009,NULL,NULL,2528
3394,03/01/2009,NULL,NULL,2523
3395,03/08/2009,NULL,NULL,2524
3397,31/01/2009,NULL,NULL,2520
3398,14/02/2009,NULL,NULL,2521
3399,20/02/2009,NULL,NULL,2522
3400,01/03/2009,NULL,NULL,2523
3401,08/03/2009,NULL,NULL,2524
3402,14/03/2009,NULL,NULL,2525
3403,22/03/2009,NULL,NULL,2526
3404,27/03/2009,NULL,NULL,2527
3406,17/04/2009,NULL,NULL,2529
3407,25/04/2009,NULL,NULL,2530
3408,24/08/1997,NULL,NULL,2531
3409,30/08/1997,NULL,NULL,2532
3410,18/10/1997,NULL,NULL,2533
3411,25/10/1997,NULL,NULL,2534
3412,02/11/1997,NULL,NULL,2535
3413,09/11/1997,NULL,NULL,2536
3414,13/12/1997,NULL,NULL,2537
3415,27/12/1997,NULL,NULL,2538
3416,30/12/1997,NULL,NULL,2539
3417,10/01/1998,NULL,NULL,2540
3418,01/02/1998,NULL,NULL,2541
3419,15/02/1998,NULL,NULL,2542
3420,24/02/1998,NULL,NULL,2543
3421,10/03/1998,NULL,NULL,2544
3422,14/03/1998,NULL,NULL,2545
3423,11/04/1998,NULL,NULL,2546
3424,15/04/1998,NULL,NULL,2547
3425,18/04/1998,NULL,NULL,2548
3426,25/04/1998,NULL,NULL,2549
3427,02/05/1998,NULL,NULL,2550
3428,10/05/1998,NULL,NULL,2551
3429,17/05/1998,David Erskine,NULL,2552
3430,05/09/1998,NULL,NULL,2553
3431,12/09/1998,NULL,NULL,2554
3432,20/09/1998,NULL,NULL,2555
3433,26/09/1998,NULL,NULL,2556
3434,03/10/1998,NULL,NULL,2557
3435,17/10/1998,NULL,NULL,2558
3436,24/10/1998,NULL,NULL,2559
3437,28/10/1998,NULL,NULL,2560
3438,07/11/1998,NULL,NULL,2561
3439,13/11/1998,NULL,NULL,2562
3440,22/11/1998,NULL,NULL,2563
3441,12/12/1998,NULL,NULL,2564
3442,20/12/1998,NULL,NULL,2565
3443,27/12/1998,NULL,NULL,2566
3444,02/01/1999,NULL,NULL,2567
3445,05/01/1999,NULL,NULL,2568
3446,09/01/1999,NULL,NULL,2569
3447,23/01/1999,NULL,NULL,2570
3448,06/02/1999,NULL,NULL,2571
3449,14/02/1999,NULL,NULL,2572
3450,27/02/1999,NULL,NULL,2573
3451,13/03/1999,NULL,NULL,2574
3452,28/03/1999,NULL,NULL,2575
3453,03/04/1999,NULL,NULL,2576
3454,24/04/1999,NULL,NULL,2577
3455,01/05/1999,NULL,NULL,2578
3456,08/05/1999,NULL,NULL,2579
3457,05/09/2020,NULL,NULL,2580
3458,09/09/2020,NULL,NULL,NULL
3459,13/09/2020,NULL,NULL,NULL
3460,29/09/2020,NULL,NULL,NULL
3461,07/10/2020,NULL,NULL,NULL
3483,14/05/2000,NULL,NULL,NULL
3511,11/09/1999,NULL,NULL,NULL
3512,25/09/1999,NULL,NULL,NULL
3513,02/10/1999,NULL,NULL,NULL
3514,10/10/1999,NULL,NULL,NULL
3515,17/10/1999,NULL,NULL,NULL
3516,29/10/1999,NULL,NULL,NULL
3517,05/11/1999,NULL,NULL,NULL
3518,13/11/1999,NULL,NULL,NULL
3519,04/12/1999,NULL,NULL,NULL
3520,26/12/1999,NULL,NULL,NULL
3521,29/12/1999,NULL,NULL,NULL
3522,23/01/2000,NULL,NULL,NULL
3523,12/02/2000,NULL,NULL,NULL
3524,08/03/2000,NULL,NULL,NULL
3525,12/03/2000,NULL,NULL,NULL
3526,25/03/2000,NULL,NULL,NULL
3527,08/04/2000,NULL,NULL,NULL
3528,15/04/2000,NULL,NULL,NULL
3529,22/04/2000,NULL,NULL,NULL
3530,30/04/2000,NULL,NULL,NULL
3531,06/05/2000,NULL,NULL,NULL
3555,09/02/2002,NULL,NULL,2580
3556,23/02/2002,NULL,NULL,NULL
3557,09/03/2002,NULL,NULL,NULL
3558,16/03/2002,NULL,NULL,NULL
3559,31/03/2002,NULL,NULL,NULL
3560,13/04/2002,NULL,NULL,NULL
3561,19/04/2002,NULL,NULL,NULL
3562,05/05/2002,NULL,NULL,NULL
3563,08/05/2002,NULL,NULL,NULL
3564,12/05/2002,NULL,NULL,NULL
3565,30/08/2002,NULL,NULL,NULL
3566,07/09/2002,NULL,NULL,NULL
3567,13/09/2002,NULL,NULL,NULL
3568,20/09/2002,NULL,NULL,NULL
3569,27/09/2002,NULL,NULL,NULL
3570,05/10/2002,NULL,NULL,NULL
3571,27/10/2002,NULL,NULL,NULL
3572,01/11/2002,NULL,NULL,NULL
3573,10/11/2002,NULL,NULL,NULL
3574,15/11/2002,NULL,NULL,NULL
3575,24/11/2002,NULL,NULL,NULL
3576,29/11/2002,NULL,NULL,NULL
3577,29/12/2002,NULL,NULL,NULL
3578,03/01/2003,NULL,NULL,NULL
3579,02/02/2003,NULL,NULL,NULL
3580,08/02/2003,NULL,NULL,NULL
3581,15/03/2003,NULL,NULL,NULL
3582,06/04/2003,NULL,NULL,NULL
3583,18/04/2003,NULL,NULL,NULL
3584,26/04/2003,NULL,NULL,NULL
3585,03/05/2003,NULL,NULL,NULL
3586,10/05/2003,NULL,NULL,NULL
3587,12/09/2003,NULL,NULL,NULL
3588,21/09/2003,NULL,NULL,NULL
3589,26/09/2003,NULL,NULL,NULL
3590,04/10/2003,NULL,NULL,NULL
3591,10/10/2003,NULL,NULL,NULL
3592,17/10/2003,NULL,NULL,NULL
3593,25/10/2003,NULL,NULL,NULL
3594,31/10/2003,NULL,NULL,NULL
3595,08/11/2003,NULL,NULL,NULL
3596,21/11/2003,NULL,NULL,NULL
3597,30/11/2003,NULL,NULL,NULL
3598,19/12/2003,NULL,NULL,NULL
3599,27/12/2003,NULL,NULL,NULL
3600,04/01/2004,NULL,NULL,NULL
3601,06/02/2004,NULL,NULL,NULL
3602,14/02/2004,NULL,NULL,NULL
3603,21/02/2004,NULL,NULL,NULL
3604,26/03/2004,Stuart Turner,NULL,NULL
3605,03/04/2004,NULL,NULL,NULL
3606,23/04/2004,NULL,NULL,NULL
3607,02/05/2004,NULL,NULL,NULL
3608,08/05/2004,NULL,NULL,NULL
3609,05/09/2004,NULL,NULL,NULL
3610,11/09/2004,NULL,NULL,NULL
3611,17/09/2004,NULL,NULL,NULL
3612,24/09/2004,NULL,NULL,NULL
3613,03/10/2004,NULL,NULL,NULL
3614,08/10/2004,NULL,NULL,NULL
3615,16/10/2004,NULL,NULL,NULL
3616,05/11/2004,NULL,NULL,NULL
3617,13/11/2004,NULL,NULL,NULL
3618,19/11/2004,NULL,NULL,NULL
3619,26/11/2004,NULL,NULL,NULL
3620,27/12/2004,NULL,NULL,NULL
3621,02/01/2005,NULL,NULL,NULL
3622,29/01/2005,NULL,NULL,NULL
3623,06/02/2005,NULL,NULL,NULL
3624,18/02/2005,NULL,NULL,NULL
3625,25/02/2005,NULL,NULL,NULL
3626,13/03/2005,NULL,NULL,NULL
3627,25/03/2005,NULL,NULL,NULL
3628,09/04/2005,NULL,NULL,NULL
3629,15/04/2005,NULL,NULL,NULL
3630,30/04/2005,NULL,NULL,NULL
3631,07/05/2005,NULL,NULL,NULL
3632,03/09/2006,NULL,NULL,NULL
3633,09/09/2006,NULL,NULL,NULL
3634,15/09/2006,NULL,NULL,NULL
3635,22/09/2006,NULL,NULL,NULL
3636,15/10/2006,NULL,NULL,NULL
3637,03/11/2006,NULL,NULL,NULL
3638,10/11/2006,Stuart Turner,NULL,NULL
3639,17/11/2006,NULL,NULL,NULL
3640,24/11/2006,NULL,NULL,NULL
3641,22/12/2006,NULL,NULL,NULL
3642,26/12/2006,NULL,NULL,NULL
3643,01/01/2007,NULL,NULL,NULL
3644,06/01/2007,NULL,NULL,NULL
3645,27/01/2007,NULL,NULL,NULL
3646,18/02/2007,NULL,NULL,NULL
3647,23/02/2007,NULL,NULL,NULL
3648,04/03/2007,NULL,NULL,NULL
3649,09/03/2007,NULL,NULL,NULL
3650,17/03/2007,NULL,NULL,NULL
3651,06/04/2007,NULL,NULL,NULL
3652,13/04/2007,NULL,NULL,NULL
3653,28/04/2007,NULL,NULL,NULL
3654,16/09/2007,NULL,NULL,NULL
3655,23/09/2007,NULL,NULL,NULL
3656,29/09/2007,NULL,NULL,NULL
3657,05/10/2007,NULL,NULL,NULL
3658,13/10/2007,NULL,NULL,NULL
3659,19/10/2007,NULL,NULL,NULL
3660,23/11/2007,NULL,NULL,NULL
3661,23/12/2007,NULL,NULL,NULL
3662,30/12/2007,NULL,NULL,NULL
3663,06/01/2008,NULL,NULL,NULL
3664,25/01/2008,NULL,NULL,NULL
3665,15/02/2008,NULL,NULL,NULL
3666,23/02/2008,NULL,NULL,NULL
3667,29/02/2008,NULL,NULL,NULL
3668,09/03/2008,NULL,NULL,NULL
3669,14/03/2008,NULL,NULL,NULL
3670,28/03/2008,NULL,NULL,NULL
3671,11/04/2008,NULL,NULL,NULL
3672,15/04/2008,NULL,NULL,NULL
3673,20/04/2008,NULL,NULL,NULL
3674,04/05/2008,NULL,NULL,NULL
3675,10/05/2008,NULL,NULL,NULL
3676,02/09/2001,NULL,NULL,NULL
3677,08/09/2001,NULL,NULL,NULL
3678,16/09/2001,NULL,NULL,NULL
3679,22/09/2001,NULL,NULL,NULL
3680,13/10/2001,NULL,NULL,NULL
3681,20/10/2001,NULL,NULL,NULL
3682,11/11/2001,NULL,NULL,NULL
3683,17/11/2001,NULL,NULL,NULL
3684,25/11/2001,NULL,NULL,NULL
3685,01/12/2001,NULL,NULL,NULL
3686,08/12/2001,NULL,NULL,NULL
3687,27/12/2001,NULL,NULL,NULL
3688,09/01/2009,NULL,NULL,NULL
3689,02/09/2001,NULL,NULL,NULL
3690,08/09/2001,NULL,NULL,NULL
3691,16/09/2001,NULL,NULL,NULL
3692,22/09/2001,NULL,NULL,NULL
3693,13/10/2001,NULL,NULL,NULL
3694,20/10/2001,NULL,NULL,NULL
3695,11/11/2001,NULL,NULL,NULL
3696,17/11/2001,NULL,NULL,NULL
3697,25/11/2001,NULL,NULL,NULL
3698,01/12/2001,NULL,NULL,NULL
3699,08/12/2001,NULL,NULL,NULL
3700,27/12/2001,NULL,NULL,NULL
3701,09/01/2009,NULL,NULL,NULL
3702,02/09/2001,NULL,NULL,NULL
3703,08/09/2001,NULL,NULL,NULL
3704,16/09/2001,NULL,NULL,NULL
3705,22/09/2001,NULL,NULL,NULL
3706,13/10/2001,NULL,NULL,NULL
3707,20/10/2001,NULL,NULL,NULL
3708,11/11/2001,NULL,NULL,NULL
3709,17/11/2001,NULL,NULL,NULL
3710,25/11/2001,NULL,NULL,NULL
3711,01/12/2001,NULL,NULL,NULL
3712,08/12/2001,NULL,NULL,NULL
3713,27/12/2001,NULL,NULL,NULL
3714,09/01/2009,NULL,NULL,NULL
3715,02/09/2001,NULL,NULL,NULL
3716,08/09/2001,NULL,NULL,NULL
3717,16/09/2001,NULL,NULL,NULL
3718,22/09/2001,NULL,NULL,NULL
3719,13/10/2001,NULL,NULL,NULL
3720,20/10/2001,NULL,NULL,NULL
